ingredient,adverse_event,count,IC025
TOTAL OMEGA-3 FATTY ACIDS,URTICARIA,3,0.0613074180006491
AMINO ACCELERATION SYSTEM,VOMITING,4,0.0612210680589751
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,HEPATITIS,6,0.0610876347582292
TOTAL CARBOHYDRATES,SYNCOPE,5,0.0607473059396568
Vitamin E,DYSPHAGIA,122,0.060531556843204
"ALPHA-BETA-CAROTENE-3, 3'-DIOL",RENAL DISORDER,3,0.0603693477518344
Vitamin E,PRURITUS,259,0.0601765253410393
Yohimbe,FEELING ABNORMAL,4,0.0601657319423477
Resveratrol,VOMITING,28,0.0601420613431508
Cocoa,PHARYNGEAL OEDEMA,4,0.0600908312164023
PLECTRANTHUS BARBATUS,LIVER FUNCTION TEST ABNORMAL,5,0.0599390506421106
Cat's Claw,FAECES DISCOLOURED,4,0.0598704715188882
Goji,DIARRHOEA,10,0.0598307773799032
Vitamin D,EYE HAEMORRHAGE,20,0.059520093566326
STEM BROMELAIN,MOOD ALTERED,3,0.0592619929848283
COENZYME Q10,OBSTRUCTIVE AIRWAYS DISORDER,4,0.0589558521668112
LACTOBACILLUS RHAMNOSUS,PAIN,18,0.0587182908404292
Rose Hip,CHOKING,35,0.0586880588787812
Conjugated Linoleic Acid,DYSPNOEA,11,0.0586237489473975
Holy Basil,CONFUSIONAL STATE,3,0.0586232491651501
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,HEPATITIS,6,0.0582824672888415
"(ALL-E)-1,1'-(3,7,12,16-TETRAMETHYL-1,3,5,7,9,11,13,15,17-OCTADECANONAENE-1,18-DIYL)BIS[2,6,6-TRIMETHYLCYCLOHEXENE]",DYSPHAGIA,34,0.0582209842318322
Alpha-Lipoic Acid,BLOOD GLUCOSE DECREASED,4,0.0580577420248584
Zinc,URINARY HESITATION,13,0.057972553820045
LACTOBACILLUS PLANTARUM,PAIN,18,0.0579691877715313
24BETA-ETHYL-DELTA5-CHOLESTEN-3BETA-OL,GAIT DISTURBANCE,5,0.0578808570853483
Pantothenic Acid,DYSPHAGIA,149,0.0577050091463498
Passion Flower,ACNE,3,0.057496849834065
TOTAL FAT,CHEST PAIN,11,0.0574156410667589
Capsicum,NAUSEA,37,0.0573880212605717
Zinc,BLADDER DISORDER,7,0.0569668664305702
UNSATURATED FAT,HEART RATE INCREASED,3,0.0569318340633087
LACTOBACILLUS ACIDOPHILUS,PAIN,26,0.0568781701584666
Bilberry,BLOOD PRESSURE INCREASED,11,0.0567592234501852
Vitamin B12,EOSINOPHIL COUNT INCREASED,5,0.0567106569513338
ALL-TRANS-LYCOPENE,BODY TEMPERATURE INCREASED,5,0.0566404140668575
Soybean Oil,BLOOD PRESSURE DECREASED,4,0.0564828279119123
TOTAL CARBOHYDRATE,DIARRHOEA,26,0.0563657272753524
Willow Bark,ATRIAL FIBRILLATION,10,0.0561399339627125
Willow Bark,PHARYNGEAL OEDEMA,10,0.0560813966885612
Eicosapentaenoic Acid,BLOOD PRESSURE INCREASED,15,0.0560446670451793
Taurine,MYOCARDIAL INFARCTION,7,0.0559693216352315
Tyrosine,CHEST PAIN,15,0.0558819777106012
BERBERIS ARISTATA ROOT BARK EXTRACT,DEHYDRATION,3,0.0557435301449518
LACTOBACILLUS DELBRUECKII SUBSP. BULGARICUS,DYSARTHRIA,3,0.055619851284362
TOTAL CARBOHYDRATE,JAUNDICE,10,0.0552215161233832
Betaine Hydrochloride,DIZZINESS,10,0.055158768260465
Resveratrol,ASTHENIA,15,0.055122723423387
Melatonin,INSOMNIA,6,0.0551052138024208
Androstenedione,ABDOMINAL DISTENSION,24,0.0550584907154191
"1-CARBOXY-N,N,N-TRIMETHYLMETHANAMINIUM CHLORIDE",DYSPEPSIA,4,0.0549785120294287
PLECTRANTHUS BARBATUS,CONVULSION,5,0.0549147086927225
Selenium,PROSTATIC SPECIFIC ANTIGEN INCREASED,8,0.0544019859991484
Bilberry,UPPER AIRWAY OBSTRUCTION,3,0.0543238847485412
LACTOBACILLUS DELBRUECKII SUBSP. BULGARICUS,TRICHORRHEXIS,4,0.0542188505803748
Gelatin,ANOREXIA,4,0.0535202318715484
Potassium,SLUGGISHNESS,4,0.0533772978585377
Alpha-Lipoic Acid,DEHYDRATION,19,0.0532783200390298
ILEX PARAGUARIENSIS,SYNCOPE,5,0.0528200319150229
Vitamin D,ALLERGY TEST POSITIVE,7,0.0526488259909295
L-Tryptophan,MALAISE,3,0.0526052227552636
PIPER NIGRUM,MYALGIA,6,0.0523800519783732
Glutamine,ASPARTATE AMINOTRANSFERASE INCREASED,8,0.0523193562207139
Vitamin D,SKIN EXFOLIATION,42,0.0519472833075818
Fructo-Oligosaccharides,DYSARTHRIA,3,0.051565640222734
Cranberry,NAUSEA,28,0.0515157967916057
Alfalfa,GASTROOESOPHAGEAL REFLUX DISEASE,4,0.0515109559816998
Chromium,HEPATIC FUNCTION ABNORMAL,14,0.0514724856236718
3-HYDROXY-5-(HYDROXYMETHYL)-2-METHYLISONICOTINALDEHYDE 5-PHOSPHATE,GAIT DISTURBANCE,5,0.0511695700153864
Vitamin A,PRURITUS,132,0.0510060520665616
MICRONIZED AMINO ACIDS,VOMITING,4,0.0490645155267641
White Mulberry,CHROMATURIA,4,0.0489624057110441
BRASSICA OLERACEA VAR. ITALICA,RASH,47,0.0487395736528981
Acerola,ERYTHEMA,30,0.0485086855868544
L-Arginine,ASPARTATE AMINOTRANSFERASE INCREASED,9,0.0484574167664288
Rutin,COELIAC DISEASE,8,0.0484542674179654
Cassia Cinnamon,NAUSEA,32,0.0481254564660963
MULTI-ANTHOCYANIDINS,RENAL DISORDER,3,0.0479352141680357
Baikal Skullcap,ACNE,3,0.047682397329281
Garcinia,BIOPSY LIVER ABNORMAL,3,0.0473357901570697
Willow Bark,PAIN OF SKIN,4,0.0471868995295785
Molybdenum,BLOOD GLUCOSE INCREASED,19,0.0466289616078851
Molybdenum,BLADDER DISORDER,5,0.0466117608334455
Thiamine,PRURITUS,141,0.0464743748239594
Oolong Tea,NAUSEA,63,0.0464337947364673
Grape,DIARRHOEA,21,0.0463212667629936
Chitosan,COLON INJURY,3,0.0463026764236165
Methionine,ERYTHEMA,13,0.0462938843486234
Chromium,BLOOD PRESSURE FLUCTUATION,11,0.0458030955344089
"ALPHA-BETA-CAROTENE-13, 13'-DIOL",RENAL DISORDER,3,0.0456604625683504
Caffeine,RENAL INJURY,3,0.0455743341943329
Maritime Pine,EAR INFECTION,3,0.0453413062464615
Potassium,FATIGUE,71,0.0451623143345562
White Mulberry,FATIGUE,8,0.0451574275280163
3-PYRIDINECARBOXAMIDE,SKIN EXFOLIATION,9,0.0451062659683436
Dandelion,INTERNATIONAL NORMALISED RATIO INCREASED,4,0.044733329652731
Bilberry,BLOOD ELECTROLYTES DECREASED,3,0.0443073034111281
Blueberry,FEELING HOT,12,0.0439883767527431
BIFIDOBACTERIUM BREVE,DIARRHOEA,23,0.0438425027636354
Glutamine,ALANINE AMINOTRANSFERASE INCREASED,8,0.0437203488287369
3-PYRIDINECARBOXAMIDE,URTICARIA,30,0.0433234947735244
Biotin,SCAR,11,0.0433113050578996
YERBE MATE,HEART RATE INCREASED,3,0.0431623286665957
"(±)-1,2-DITHIOLANE-3-PENTANOIC ACID",ATRIAL FIBRILLATION,3,0.0430372285196819
Alpha-Lipoic Acid,NERVOUSNESS,7,0.0430276329204183
Green Coffee,LIVER FUNCTION TEST ABNORMAL,9,0.0429834042566309
Oats,ABDOMINAL PAIN UPPER,8,0.0428608230565042
BETA-D-FRUCTOFURANOSIDE FRUCTOHYDROLASE,HEADACHE,6,0.04281767324651
Green Coffee,VOMITING,27,0.0426243450701254
Vitamin D,COUGH,101,0.042378125449321
Garcinia,LIPASE INCREASED,3,0.0422605036578203
Brown Rice,NEPHROLITHIASIS,4,0.0420332207479821
Passion Flower,VISION BLURRED,4,0.0419374458458682
"2,5-CYCLOHEXADIENE-1,4-DIONE, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-DECAMETHYL-2,6,10,14,18,22,26,30,34,38-TETRACONTADECAENYL]-5,6-DIMETHOXY-3-METHYL",LOSS OF CONSCIOUSNESS,22,0.0419372158161281
Pantothenic Acid,FOREIGN BODY TRAUMA,104,0.0413761083053273
Para-Aminobenzoic Acid (PABA),EAR PAIN,4,0.0410799861230488
CALORIES,BACTERIAL INFECTION,4,0.0410275314496829
Turmeric,DYSPEPSIA,9,0.0404995894560301
AMLA FRUIT EXTRACT,DYSPNOEA,5,0.0404494952131965
"(3R,3'R,6'R)-BETA,EPSILON-CAROTENE-3,3'-DIOL",BRONCHITIS,3,0.0404110534814314
CALCAREA MURIATICA,OROPHARYNGEAL PAIN,14,0.0403990926408229
Iron,HAEMOGLOBIN DECREASED,15,0.0401592010100347
Methionine,TRICHORRHEXIS,7,0.0400782933542335
Molybdenum,INFECTION,13,0.0397613368991163
Biotin,DRY SKIN,23,0.0396884979350871
Beta-Carotene,ALOPECIA,101,0.0394527980624732
SELENIUM METALLICUM,PAIN,8,0.0393048332667935
Vitamin A,DYSPHAGIA,63,0.0392758768107239
VITAMIN B6,HAIR GROWTH ABNORMAL,17,0.0392465490564677
Maritime Pine,HEPATIC ENZYME INCREASED,8,0.0392328246631685
Coffee,DIARRHOEA,25,0.0392080741544742
Glucomannan,BLOOD BILIRUBIN INCREASED,4,0.0391760510664092
Beet,NAUSEA,9,0.0390385065210597
"2-HYDROXY-N,N,N-TRIMETHYLETHANAMINIUM",ALOPECIA,107,0.0386669267827937
Siberian Ginseng,HYPERHIDROSIS,12,0.0383569678795466
Senna,ALANINE AMINOTRANSFERASE INCREASED,4,0.0380525981007713
BIFIDOBACTERIUM BREVE,PAIN,17,0.0380339822365727
ROSMARINUS OFFICINALIS,LOSS OF CONSCIOUSNESS,4,0.0379875746192956
BRASSICA OLERACEA VAR. ITALICA,ABDOMINAL DISTENSION,24,0.0378650740849783
Rose Hip,DYSPNOEA,67,0.0378478158076245
CAPSICUM ANNUUM VAR. ANNUUM,DIZZINESS,7,0.0376792178091021
Bear's Garlic,DYSPHAGIA,17,0.0375788785951326
Inositol,HAIR DISORDER,6,0.0375657614340096
Betaine Hydrochloride,PANCREATITIS,3,0.037488134825074
Vitamin D,RETCHING,50,0.0374549952380348
Beta-Carotene,CHOKING,56,0.0374404752687741
LACTOBACILLUS CASEI,ABDOMINAL PAIN UPPER,15,0.037249808175726
Glutamine,BLOOD CREATINE PHOSPHOKINASE INCREASED,4,0.0371743730107342
Vitamin B12,FOREIGN BODY,43,0.0365902740114079
Maritime Pine,ASTHENIA,12,0.0361611067950786
LYCOPERSICON ESCULENTUM,HEART RATE INCREASED,6,0.036137981993214
Blue-Green Algae,HEADACHE,14,0.0359819526361437
JUGLANS NIGRA,ABDOMINAL DISTENSION,3,0.0357979852079493
TOTAL CARBOHYDRATE,GASTRITIS,4,0.0357135430043612
LACTOBACILLUS RHAMNOSUS,ABDOMINAL DISTENSION,8,0.0354943657381467
Para-Aminobenzoic Acid (PABA),SKIN IRRITATION,7,0.0353234268836667
Milk Thistle,NERVE INJURY,4,0.0351859277614344
ALL-TRANS-LYCOPENE,FOREIGN BODY TRAUMA,6,0.0350005012136672
Acerola,NASAL CONGESTION,5,0.0349290534588684
LACTOBACILLUS ACIDOPHILUS,ALOPECIA,33,0.0348469474345021
LACTOBACILLUS SALIVARIUS,ABDOMINAL DISTENSION,5,0.0345432068673327
Copper,UPPER AIRWAY OBSTRUCTION,10,0.0343745838277861
Vitamin C,NIPPLE DISORDER,7,0.0342489081708305
CALCAREA MURIATICA,DIVERTICULUM,4,0.0341801048141313
Vitamin C,THROAT IRRITATION,43,0.0339295813386521
Vitamin D,ERYTHEMA,171,0.0338804359401695
Vitamin C,EYE DISCHARGE,7,0.033757632692464
"(ALL-E)-1,1'-(3,7,12,16-TETRAMETHYL-1,3,5,7,9,11,13,15,17-OCTADECANONAENE-1,18-DIYL)BIS[2,6,6-TRIMETHYLCYCLOHEXENE]",ERUCTATION,8,0.0336363617007566
Resveratrol,TACHYCARDIA,6,0.0334861816514301
LACTOBACILLUS CASEI,DIARRHOEA,23,0.0333850824986051
Inositol,ERYTHEMA,24,0.0328662120229454
FENUGREEK EXTRACT,DEHYDRATION,3,0.0327677138565139
Betaine Hydrochloride,DEHYDRATION,6,0.0322510129734404
ALLICIN,JAUNDICE,3,0.0322450581259112
Chromium,HYPERTENSION,46,0.0322069802134089
Eicosapentaenoic Acid,RENAL DISORDER,4,0.0317360346895831
LACTOBACILLUS GASSERI,DYSARTHRIA,3,0.0316963744010108
"1,2,3,5/4,6-HEXAHYDROXYCYCLOHEXANE",DYSPHAGIA,36,0.0313475700398677
Pantothenic Acid,HIP FRACTURE,4,0.0308676826625257
BRASSICA OLERACEA VAR. ITALICA,ACTIVITIES OF DAILY LIVING IMPAIRED,9,0.0307672699728412
Chitosan,JAUNDICE,10,0.030492566813979
Lipase,ABDOMINAL PAIN UPPER,9,0.0303078974442392
LACTOBACILLUS GASSERI,TRICHORRHEXIS,4,0.0302141409341328
Chromium,LIVER FUNCTION TEST ABNORMAL,52,0.0302055165706311
Glycine,BLOOD BILIRUBIN INCREASED,4,0.0299962766906919
Androstenedione,LUNG NEOPLASM MALIGNANT,3,0.029745893322095
N-Acetyl Glucosamine,ARTHRALGIA,6,0.0297080799930411
Fructo-Oligosaccharides,TRICHORRHEXIS,4,0.0295789585831055
PLECTRANTHUS BARBATUS,HEPATIC FAILURE,3,0.0294518260798686
FISH OIL,TRANSFUSION,4,0.0294231735309843
Caffeine,MYOCARDIAL INFARCTION,12,0.0293719128360664
Vitamin K,ANAPHYLACTIC REACTION,15,0.0293137623197012
Bilberry,SKIN BURNING SENSATION,3,0.0290168572612346
N-Acetyl Glucosamine,ANOREXIA,4,0.0286246011371997
CRATAEGUS LAEVIGATA,HYPERTENSION,8,0.0284612549661366
Riboflavin,PRURITUS,139,0.0283968821828108
Boron,HYPERTENSION,17,0.0283203374893118
Methylsulfonylmethane,HYPERSENSITIVITY,21,0.0281362118858301
CRATAEGUS LAEVIGATA,OBSTRUCTIVE AIRWAYS DISORDER,4,0.0276601659732333
MONASCUS PURPUREA-FERMENTED ORYZA SATIVA,LOSS OF CONSCIOUSNESS,5,0.0272595953020654
PEPSIN,MUSCLE SPASMS,3,0.027027648630495
Saw Palmetto,SPEECH DISORDER,3,0.0270052628559185
Zinc,BLOOD PRESSURE INCREASED,148,0.026820509411659
Betaine Hydrochloride,ABDOMINAL DISCOMFORT,4,0.0268045001889551
LACTOBACILLUS CASEI,PAIN,17,0.0267265365735944
TERMINALIA BELLIRICA,HYPERSENSITIVITY,3,0.0259355776587461
ROSEMARY EXTRACT,DYSPEPSIA,3,0.0258012257528019
Vitamin A,FOREIGN BODY TRAUMA,45,0.0257829232954824
CRATAEGUS LAEVIGATA,DERMATITIS,3,0.025659142638477
FREE PLANT STEROLS,PANCREATITIS,6,0.0256400871309926
Folic Acid,PRURITUS,169,0.0255812793683991
Biotin,SKIN IRRITATION,28,0.0252192230383161
CHOLESTEROL,PRURITUS,10,0.0248555849701699
FREE PLANT STEROLS,LOSS OF CONSCIOUSNESS,21,0.0248361486426833
Lemon,CHOKING,34,0.0247631859171635
CALCAREA MURIATICA,TRICHORRHEXIS,14,0.0245456414907707
Vitamin B12,TRICHORRHEXIS,45,0.024354487615294
Blueberry,MALAISE,36,0.023961161452889
Borage,HAIR TEXTURE ABNORMAL,3,0.0236900082076221
Androstenedione,ACTIVITIES OF DAILY LIVING IMPAIRED,9,0.0230568969758289
Hyaluronic Acid,ALANINE AMINOTRANSFERASE INCREASED,5,0.0228108222591317
Vitamin E,HYPOAESTHESIA,83,0.0226819750394266
BIFIDOBACTERIUM LONGUM,DIARRHOEA,5,0.0224191368954534
PHOSPHATIDYLCHOLINE,GAIT DISTURBANCE,6,0.0221338994648331
Chromium,JAUNDICE,62,0.0220501384656732
Selenium,HAEMOPTYSIS,9,0.0220231068651646
Rutin,CHOKING,37,0.0220199144562521
Biotin,DYSPHAGIA,72,0.0218870743594474
Silicon,HAEMATURIA,4,0.0212901871915136
N-[2-(5-METHOXYINDOL-3-YL) ETHYL] ACETAMIDE,PARAESTHESIA,6,0.0212691124837832
Potassium,LIPASE INCREASED,6,0.0210470689925036
Vitamin C,DISCOMFORT,23,0.0209732664253623
TOTAL CARBOHYDRATES,HEPATOMEGALY,3,0.0205998541389833
BROCCOLI EXTRACT,JAUNDICE,3,0.0205984114673571
BRASSICA OLERACEA VAR. ITALICA,LUNG NEOPLASM MALIGNANT,3,0.0204582410941457
NIACINAMIDE,FOREIGN BODY TRAUMA,37,0.0201926693999861
Potassium,HEPATIC ENZYME INCREASED,32,0.0198564235770769
Vanadium,YELLOW SKIN,6,0.0197549241507164
CALCIUM FRUCTOBORATE,MALAISE,3,0.0190231099874954
Alfalfa,LOSS OF CONSCIOUSNESS,10,0.018862096872571
Senna,LIVER INJURY,3,0.0188540943203129
Androstenedione,TRICHORRHEXIS,17,0.0185710456168201
Aloe,BONE PAIN,3,0.0184323425088681
PLECTRANTHUS BARBATUS,ANXIETY,5,0.0184060186508216
Milk Thistle,POOR QUALITY SLEEP,3,0.0183592125408645
Riboflavin,DRY SKIN,21,0.0183400640150659
"3,3',4',5,7-PENTAHYDROXYFLAVONE-3-RUTINOSIDE",ERYTHEMA,26,0.0181389515025649
Vitamin B12,DYSPHONIA,20,0.0181297557146
Acerola,CHOKING,36,0.0180719737796273
Vitamin B12,OROPHARYNGEAL PAIN,44,0.0176785325982078
Willow Bark,ABDOMINAL PAIN UPPER,29,0.0175243255615674
GREEN TEA LEAF EXTRACT,JAUNDICE,7,0.0173444681582302
FISH OIL,RETCHING,24,0.0172016293097775
L-Citrulline,RENAL FAILURE ACUTE,3,0.0171528980278973
Wild Yam,ACNE,4,0.017066560343803
"3,3',4',5,7-PENTAHYDROXYFLAVONE",CHOKING,33,0.017034034436281
Rutin,BURNING SENSATION,28,0.0166834571064257
Saccharomyces Boulardii,BURNING SENSATION,7,0.0166117740945654
Pomegranate,SYNCOPE,6,0.016598285816404
Zizyphus,DIZZINESS,7,0.0165438575458265
Coffee,HEADACHE,20,0.0165313418853151
Betaine Hydrochloride,SWELLING FACE,4,0.0163701823310575
Wine,ALOPECIA,33,0.0162887979284784
Androstenedione,LYMPHADENOPATHY,6,0.0161710643071971
Oregano,ALANINE AMINOTRANSFERASE INCREASED,4,0.0160141997426568
Riboflavin,BURNING SENSATION,66,0.0157394537520001
Thiamine,DRY SKIN,21,0.0154966175719032
Iron,DISCOMFORT,13,0.0152714413448803
Vanadium,DYSPHAGIA,37,0.0150055702194572
LACTOBACILLUS PARACASEI,PAIN,16,0.0148178593169995
BLACK TEA LEAF EXTRACT,FEELING JITTERY,3,0.0146326765970829
Pancreatin,MUSCLE SPASMS,3,0.0143634960531139
Fenugreek,ASTHENIA,8,0.0140500944173858
Oregano,ASPARTATE AMINOTRANSFERASE INCREASED,4,0.0137993311691385
3-PYRIDINECARBOXAMIDE,CONDITION AGGRAVATED,8,0.0136879335073404
Chondroitin Sulfate,RASH PRURITIC,4,0.013572788649758
Green Coffee,NAUSEA,29,0.0135225973967768
Acerola,HEADACHE,54,0.0134896375415226
Choline,ALOPECIA,117,0.0133222764338714
"3,3',4',5,7-PENTAHYDROXYFLAVONE-3-RUTINOSIDE",HERPES ZOSTER,4,0.0132355140078419
MIXED TOCOPHEROLS CONCENTRATE,CHOKING,19,0.0132139418282477
LECITHIN,PANCREATIC DISORDER,3,0.0132045511340976
Riboflavin,TRICHORRHEXIS,31,0.0131334045779914
Vitamin B12,PRURITUS,205,0.0130959043666455
Chitosan,ABDOMINAL PAIN LOWER,3,0.0130528021488951
STINGING NETTLE,ASPARTATE AMINOTRANSFERASE INCREASED,3,0.0130129906226695
24BETA-ETHYL-DELTA5-CHOLESTEN-3BETA-OL,HYPOAESTHESIA,7,0.0129380830022059
Biotin,HYPOTRICHOSIS,13,0.012697400490999
Copper,DYSURIA,19,0.0124161556998108
"(ALL-E)-1,1'-(3,7,12,16-TETRAMETHYL-1,3,5,7,9,11,13,15,17-OCTADECANONAENE-1,18-DIYL)BIS[2,6,6-TRIMETHYLCYCLOHEXENE]",FOREIGN BODY TRAUMA,24,0.0121538451728978
Coffee,DYSARTHRIA,4,0.0119770279096754
GLUCOSINOLATE,JAUNDICE,3,0.0119724177642246
Oolong Tea,HEADACHE,44,0.0118665546348233
LECITHIN,GAIT DISTURBANCE,6,0.0118368943311911
FISH OIL,COUGH,46,0.0115856453042718
Melatonin,PARAESTHESIA,7,0.0115348864221543
Aloe,CONSTIPATION,10,0.0110739157161478
Willow Bark,COELIAC DISEASE,6,0.0108973695547402
Rhodiola,HYPOKALAEMIA,3,0.010782325827138
Blue-Green Algae,ABDOMINAL PAIN UPPER,11,0.0107697533862257
Raspberry Ketone,ALANINE AMINOTRANSFERASE INCREASED,3,0.010765602746492
Vitamin K,HYPERSENSITIVITY,71,0.010723338041061
Taurine,SYNCOPE,8,0.0105195172777753
HYDROXAGEN PLUS   <P CLASS='INDENT01B' DATA-INGID='15985'>GARCINIA CAMBOGIA EXTRACT(STANDARDIZED FOR 5% ROSAVINS);</P>,FAECES DISCOLOURED,5,0.0104418846258493
Evening Primrose,GASTROOESOPHAGEAL REFLUX DISEASE,3,0.0103843730050336
PLECTRANTHUS BARBATUS,BLOOD CREATINE PHOSPHOKINASE INCREASED,3,0.0102784968374102
"(R)-1,2-DITHIOLANE-3-PENTANOIC ACID",NAUSEA,8,0.0102474766131346
ELEUTHERO ROOT EXTRACT,DIARRHOEA,3,0.00961722898055726
Oolong Tea,SEPSIS,4,0.00956651105185196
CRATAEGUS LAEVIGATA,HYPOAESTHESIA,9,0.00950596040995193
N-[2-(5-METHOXY-1H-INDOL-3-YL)ETHYL]ACETAMIDE,PARAESTHESIA,6,0.00925172727494763
Alfalfa,MUSCLE SPASMS,6,0.00921140825879314
Folic Acid,TRICHORRHEXIS,37,0.00915739811114486
Vitamin D,COELIAC DISEASE,33,0.0089801228195882
Pomegranate,VOMITING,18,0.00878422851333717
Cocoa,NAUSEA,13,0.00859276448101489
Vitamin E,BURNING SENSATION,116,0.00855669842040511
Inositol,EYE SWELLING,10,0.00803770785117978
Green Coffee,ASTHENIA,14,0.00749551975573815
Poria Mushroom,DIZZINESS,7,0.00734387994628546
Bear's Garlic,DISCOMFORT,5,0.00726427110126214
BOS TAURUS,BURNING SENSATION,6,0.00719500260702899
UBIDECARENONE,ACNE,4,0.00711045164765992
3-HYDROXY-5-(HYDROXYMETHYL)-2-METHYLISONICOTINALDEHYDE 5-PHOSPHATE,HYPOAESTHESIA,7,0.0071068669748477
Potassium,VOMITING,110,0.00692553203387096
Muira Puama,HOSPITALISATION,4,0.0068627710212082
Willow Bark,CHOKING,25,0.00631010454472969
POMEGRANATE RIND POWDER EXTRACT,ANXIETY,5,0.00627998676663751
"3,3',4',5,7-PENTAHYDROXYFLAVONE-3-RUTINOSIDE",DYSPNOEA,61,0.00622458210787728
Oolong Tea,PHYSICAL EXAMINATION,5,0.00612395067927773
LECITHIN,HYPOAESTHESIA,9,0.00602344161026564
Green Coffee,HYPERTENSION,8,0.00588035365452245
Yucca,NAUSEA,8,0.00581611760660124
Cassia Cinnamon,RHABDOMYOLYSIS,4,0.00580928994331917
Androstenedione,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,3,0.00570179212875711
Selenium,RENAL FAILURE,22,0.00549976145046391
Rutin,WOUND SECRETION,3,0.00544672675226292
White Mulberry,VOMITING,11,0.00535197429053727
CINNAMOMUM ZEYLANICUM,PANCREATITIS,3,0.00527421991199341
Boron,DRUG INTERACTION,5,0.00523763551742077
Horny Goat Weed,THROMBOSIS,3,0.00519134001715856
Rutin,PAIN,49,0.00518734460409443
Cat's Claw,COUGH,6,0.00509912240046334
Androstenedione,FOREIGN BODY,16,0.00496865333121272
HANDROANTHUS IMPETIGINOSUS,DIARRHOEA,4,0.00466511074356883
Oolong Tea,HOSPITALISATION,8,0.00453393178474268
BRASSICA OLERACEA VAR. ITALICA,TRICHORRHEXIS,17,0.00450178095901026
"2-HYDROXY-N,N,N-TRIMETHYLETHANAMINIUM",HYPERVITAMINOSIS D,5,0.00430434736923905
Glucosamine Hydrochloride,COUGH,8,0.00429206278651513
"2,5-CYCLOHEXADIENE-1,4-DIONE, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-DECAMETHYL-2,6,10,14,18,22,26,30,34,38-TETRACONTADECAENYL]-5,6-DIMETHOXY-3-METHYL",ERYTHEMA,21,0.00382088644937513
HYDROXYTEA   <P CLASS='INDENT01B' DATA-INGID='16160'>GREEN TEA EXTRACT(STANDARDIZED FOR 5% GINGEROLS);</P><P CLASS='INDENT01B' DATA-INGID='8782'>RASPBERRY KETONE;</P><P CLASS='INDENT01B' DATA-INGID='18405'>QUERCETIN DIHYDRATE (AS FAVA D'ANTA);</P>,FAECES DISCOLOURED,5,0.00373235394596462
Tyrosine,ELECTROCARDIOGRAM ABNORMAL,4,0.00334754169385657
Licorice,BLOOD PRESSURE DECREASED,5,0.00286224894243598
CALORIES,SYNCOPE,10,0.00256743967162867
CALCAREA MURIATICA,CONDITION AGGRAVATED,8,0.002394226300794
Milk Thistle,PARANOIA,4,0.00238642896612999
Chromium,INFECTION,18,0.00219330711202784
Methionine,HAIR DISORDER,4,0.00188973482091527
BRASSICA OLERACEA VAR. ITALICA,LYMPHADENOPATHY,6,0.00157217675435536
Coffee,INSOMNIA,8,0.00137395907596461
POLYUNSATURATED FAT,NAUSEA,8,0.00103179151939358
Pumpkin,FACE OEDEMA,3,0.00100377782004741
Vitamin C,PRURITUS,249,0.000738537220135707
Vitamin D,DIVERTICULUM,12,0.000390274940347581
FISH OIL,SWELLING FACE,34,0.000242661933904072
Aloe,VOMITING,32,0.00014847785230098
Ribose,URTICARIA,4,0.0000857385168663165
