product,adverse_event,count,PRR05
NUTRIBIOTIC CALCIUM ASCORBATE CRYSTALLINE POWDER,DYSURIA,3,3.92374699719091
NUTRIDIET,ABDOMINAL DISTENSION,4,2.15628210320587
NUTRIDIET,ABDOMINAL PAIN UPPER,4,1.1623052402204
NUTRIGOLD GARCINIA CAMBOGIA GOLD,RASH,3,2.36274946489642
NUTRILITE DOUBLE X (DIETARY SUPPLEMENT) TABLET,DYSPNOEA,4,1.26548568321693
NUTRILITE GARLIC HEART CARE FORMULA,STOMACH DISCOMFORT,3,3.00040823502389
NUTRILITE GLUCOSE HEALTH,HEPATIC ENZYME INCREASED,3,2.12329065833492
NUTRILITE LECITHIN E 270 TABLETS,FEELING ABNORMAL,3,2.15881549592218
NUTRILITE SLIMMETRY,YELLOW SKIN,3,3.01584143911902
NUTRIMOST WEIGHT LOSS FORMULA,ASTHENIA,3,2.58203286321809
NUTRITIONAL SCIENCE LABORATORIES HYPERZOSIN,HAEMORRHAGE,3,3.50202135033678
OCUVITE,VISUAL IMPAIRMENT,4,3.19153881120335
OCUVITE ADULT 50+,ALOPECIA,3,1.53849257782067
"OCUVITE ADULT 50+ (CAPSULE, SOFT)",FOREIGN BODY,3,2.1846852395802
OCUVITE LUTEIN (TABLET),PRURITUS,3,1.46867227596288
OCUVITE VITAMIN,FAECES DISCOLOURED,3,3.37123723254596
OKINAWA LIFE,HYPERSENSITIVITY,4,1.09377364048183
OMEGA,ALOPECIA,4,1.74841964264831
OMEGA 3,ALOPECIA,15,1.15000054432261
OMEGA 3 (LIPITAC),CHOKING,4,2.0310291162495
OMEGAPLEX,CONVULSION,7,0.840639672917479
OMNI DROP PROGRAM,LOSS OF CONSCIOUSNESS,3,1.49494499045998
ONE A DAY,ALOPECIA,4,1.17091964557832
ONE A DAY CHOLESTEROL PLUS,BLOOD CHOLESTEROL INCREASED,3,3.15603954966093
"ONE A DAY ENERGY (MULTIVITAMINS, MINERALS, CAFFEINE) FILM-COATED TABLET",CHOKING,3,1.20604119305943
ONE A DAY ESSENTIAL (MULTIVITAMINS) TABLET,CHOKING,20,1.62686904365027
ONE A DAY ESSENTIAL (MULTIVITAMINS) TABLET,DYSPHAGIA,9,1.2207767738274
ONE A DAY ESSENTIAL MULTIVITAMINS TABLET,CHOKING,3,1.69687885921718
"ONE A DAY MEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",CHOKING,6,1.02104681428053
ONE A DAY MEN'S HEALTH FORMULA,PROSTATE CANCER,4,3.88039365698846
ONE A DAY MEN'S HEALTH FORMULA,BLOOD GLUCOSE INCREASED,3,1.62977009641856
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS,  MINERALS, LYCOPENE) FILM-COATED TABLET",FOREIGN BODY TRAUMA,10,2.381701774295
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS,  MINERALS, LYCOPENE) FILM-COATED TABLET",CHOKING,15,1.7315133240601
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS,  MINERALS, LYCOPENE) FILM-COATED TABLET",DYSPHAGIA,6,1.11949207881998
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",CHOKING,48,2.39948968200242
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",FOREIGN BODY TRAUMA,17,2.32296552109912
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",THROAT IRRITATION,6,1.65491994533922
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",OROPHARYNGEAL PAIN,4,1.37713853531066
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MINERALS, LYCOPENE) FILM-COATED TABLET",RETCHING,4,1.30047768121959
"ONE A DAY MEN'S HEALTH FORMULA (MULTIVITAMINS, MULTIMINERALS, LYCOPENE) FILM-COATED TABLET",CHOKING,5,1.92941224985202
ONE A DAY MEN'S HEALTH FORMULA MULTIVITAMINS MINERALS LYCOPENE FILM COATED TABLET,CHOKING,6,1.64363976880853
ONE A DAY MEN'S HEALTH FORMULA MULTIVITAMINS MINERALS LYCOPENE FILM COATED TABLET,FOREIGN BODY TRAUMA,3,1.76018109680865
"ONE A DAY MEN'S HEALTH FORMULA MULTIVITAMINS, MINERALS, LYCOPENE FILM-COATED TABLET",CHOKING,4,1.26853357302177
"ONE A DAY MENS HEALTH FORMULA MULTIVITAMINS, MINERALS, LYCOPENE",CHOKING,6,2.70505367647286
ONE A DAY TEEN ADVANTAGE FOR HER,Not coded,5,4.92532843201606
ONE A DAY VITACRAVES GUMMIES,ABDOMINAL PAIN,3,1.1933952277237
ONE A DAY VITAMIN,ALOPECIA,8,1.80304240057523
ONE A DAY WEIGHT SMART,BLOOD PRESSURE INCREASED,3,1.22126683951662
ONE A DAY WEIGHT SMART ADVANCED,OEDEMA PERIPHERAL,3,2.11204344026969
ONE A DAY WEIGHT SMART ADVANCED,WEIGHT INCREASED,3,1.97756310749079
ONE A DAY WEIGHT SMART ADVANCED,HEART RATE INCREASED,6,1.31031378398621
ONE A DAY WOMEN'S,DIPLOPIA,3,2.26633803099364
ONE A DAY WOMEN'S,BREAST CANCER,4,1.56761215426387
ONE A DAY WOMEN'S,THROMBOSIS,5,1.32106511972224
ONE A DAY WOMEN'S,ABORTION SPONTANEOUS,3,1.53251053307003
ONE A DAY WOMEN'S,ASTHMA,4,1.13076764724027
ONE A DAY WOMEN'S,FOREIGN BODY TRAUMA,10,0.692505066582682
ONE A DAY WOMEN'S (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,CHOKING,51,2.02350898045815
ONE A DAY WOMEN'S (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,FOREIGN BODY,9,1.83725233916745
ONE A DAY WOMEN'S (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,PHARYNGEAL INJURY,3,2.34625461466048
ONE A DAY WOMEN'S (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,RETCHING,5,1.19969673279843
ONE A DAY WOMEN'S (MULTIVITAMINS +MINERALS) FILM-COATED TABLET,CHOKING,6,1.69922661890708
ONE A DAY WOMEN'S (MULTIVITAMINS +MINERALS) FILM-COATED TABLET,FOREIGN BODY,3,2.58442080800388
ONE A DAY WOMEN'S (MULTIVITAMINS +MINERALS) FILM-COATED TABLET,DYSPHAGIA,3,1.25742906710392
ONE A DAY WOMEN'S (MULTIVITAMINS) COATED TABLET,CHOKING,3,1.11351339909103
"ONE A DAY WOMEN'S (MULTIVITAMINS, MULTIMINERALS) FILM-COATED TABLET",CHOKING,3,1.86959688986777
ONE A DAY WOMEN'S 50 PLUS ADVANTAGE,CONSTIPATION,4,1.19729457512001
"ONE A DAY WOMEN'S 50+ ADVANTAGE (MULTIVITAMINS, MINERALS, GINKGO BILOBA) FILM-COATED TABLET",CHOKING,6,1.64363976880853
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE,CHOKING,6,2.55565820197365
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,CHOKING,49,2.41544471336269
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,FOREIGN BODY TRAUMA,6,0.92920196377803
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,DYSPHAGIA,8,0.771186145326059
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,THROAT IRRITATION,4,1.05606627108022
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE (MULTIVITAMINS +MINERALS) FILM-COATED TABLET,CHOKING,4,2.60101945837708
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE FILM-COATED TABLET,CHOKING,6,1.36289994750136
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE MULTIVITAMINS + MINERALS FILM COATED TABLET,CHOKING,5,1.8401290597438
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE MULTIVITAMINS + MINERALS FILM COATED TABLET,FOREIGN BODY TRAUMA,3,2.21023560806226
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE MULTIVITAMINS + MINERALS FILM-COATED TABLET,CHOKING,8,2.18062726543136
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE(MULTIVITAMINS + MINERALS) FILM-COATED TABLET,CHOKING,6,2.03655404309276
ONE A DAY WOMEN'S 50+ HEALTHY ADVANTAGE(MULTIVITAMINS + MINERALS) FILM-COATED TABLET,DYSPHAGIA,3,1.57626702870892
ONE A DAY WOMEN'S FILM-COATED TABLET,CHOKING,6,2.3136635969002
ONE A DAY WOMEN'S FILM-COATED TABLET,FOREIGN BODY,3,3.15842652284823
ONE A DAY WOMEN'S MULTIVITAMINS + MINERALS FILM COATED TABLET,CHOKING,10,1.96848426211561
ONE A DAY WOMEN'S MULTIVITAMINS + MINERALS FILM-COATED TABLET,CHOKING,13,2.03109815108912
ONE A DAY WOMEN'S MULTIVITAMINS + MINERALS FILM-COATED TABLET,FOREIGN BODY,4,2.3200526525944
ONE A DAY WOMEN'S MULTIVITAMINS COATED TABLET,CHOKING,3,1.11351339909103
ONE A DAY WOMEN'S PETITES (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,CHOKING,3,1.20604119305943
ONE A DAY WOMEN'S PRENATAL (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,ABORTION SPONTANEOUS,4,4.08979683980203
ONE A DAY WOMEN'S TABLET,FOREIGN BODY TRAUMA,3,2.38743193383369
ONE A DAY WOMEN'S VITA CRAVES,ALOPECIA,3,4.43883156697652
ONE A DAY WOMENS 50 HEALTHY ADVANTAGE MULTIVITAMINS  MINERALS FILM COATED TABLET,CHOKING,3,1.69687885921718
ONE A DAY WOMENS 50 PLUS ADVANTAGE,CHOKING,3,1.54976380789379
ONE A DAY WOMENS 50 PLUS ADVANTAGE MULTIVITAMINS TABLET,CHOKING,3,1.11351339909103
ONE A DAY WOMENS MULTIVITAMIN COATED TABLET,CHOKING,5,1.48513246383553
ONE A DAY WOMENS MULTIVITAMINS COATED TABLET,CHOKING,10,1.73536318531058
ONE A DAY WOMENS MULTIVITAMINS COATED TABLET,FOREIGN BODY TRAUMA,5,1.93788717650897
ONE A DAY WOMENS MULTIVITAMINS FILM COATED TABLET,CHOKING,5,1.27105577223729
ONE A DAY WOMENS (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,THROAT IRRITATION,7,2.36909456660889
ONE A DAY WOMENS (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,CHOKING,14,1.39502717838704
ONE A DAY WOMENS (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,DYSPHAGIA,6,0.87792648966166
ONE A DAY WOMENS MULTIVITAMINS + MINERALS,CHOKING,4,2.91070688189681
ONE SOURCE WOMEN'S VITAMINS,HYPOAESTHESIA,3,3.32732625642651
ONE-A-DAY ESSENTIAL (MULTIVITAMINS) TABLET,CHOKING,3,2.0789722120825
ONE-A-DAY MEN'S HEALTH (MULTIVITAMINS) TABLET,CHOKING,4,0.981234667424307
ONE-A-DAY PROACTIVE 65+ (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,CHOKING,4,1.77905854626396
ONE-A-DAY PROACTIVE 65+ (MULTIVITAMINS + MINERALS) FILM-COATED TABLET,DYSPHAGIA,3,1.93351309952249
ONE-A-DAY WOMEN'S (MULTIVITAMINS) COATED TABLET,CHOKING,8,1.42792305339419
ORTHO B COMPLEX DIETARY SUPPLEMENT,PARAESTHESIA,3,2.59982747867433
OS CAL 500 PLUS D TABLET,CHEST PAIN,3,1.20169859983368
OS CAL 500 PLUS D TABLETS DIETARY SUPPLEMENT,NEPHROLITHIASIS,4,5.40781317725611
OS CAL PLUS D TABLET,HOSPITALISATION,4,2.6314943136088
OS CAL PLUS D TABLET (OS CAL PLUS D),HOSPITALISATION,3,3.0202938125339
OS CAL ULTRA 600 PLUS,HOSPITALISATION,6,4.21063036227857
OSTEO BI-FLEX ONE PER DAY WITH 5-LOXIN ADVANCE COATED CAPLETS,Not coded,3,5.49128270399172
OXYEIITE PRO,JAUNDICE,3,2.58369174256735
OXYELITE,HEPATIC ENZYME INCREASED,4,2.16952614050264
OXYELITE,BLOOD BILIRUBIN INCREASED,3,1.82840248697968
OXYELITE PRO,HEPATIC ENZYME INCREASED,22,1.93406037421925
OXYELITE PRO,BLOOD BILIRUBIN INCREASED,17,1.7204694609803
OXYELITE PRO,HEPATITIS ACUTE,6,2.28961322117646
OXYELITE PRO,HEPATITIS,9,1.78162037641101
OXYELITE PRO,CHROMATURIA,12,1.49434085392211
OXYELITE PRO,JAUNDICE,15,1.31128523980269
OXYELITE PRO,TRANSAMINASES INCREASED,4,1.83936834138977
OXYELITE PRO,ALANINE AMINOTRANSFERASE INCREASED,11,0.976245575753854
OXYELITE PRO,SERUM FERRITIN INCREASED,3,1.83280509132443
OXYELITE PRO,FATIGUE,17,0.671319770567404
OXYELITE PRO,HEPATIC NECROSIS,3,1.4019870890737
OXYELITE PRO,INTERNATIONAL NORMALISED RATIO INCREASED,5,1.04211182756923
OXYELITE PRO,ASPARTATE AMINOTRANSFERASE INCREASED,9,0.739591223476083
OXYELITE PRO (REVISED FORMULA),LIVER INJURY,6,5.16194770504039
OXYELITE PRO (REVISED FORMULA),HEPATIC FAILURE,3,4.77545272722723
OXYELITE PRO ENERGY SUPPLEMENT,LIVER FUNCTION TEST ABNORMAL,3,2.77454270806059
OXYLIFE PHENOCANE,LIVER FUNCTION TEST ABNORMAL,4,2.58802048770068
OXYLIFE PHENOCANE,ASPARTATE AMINOTRANSFERASE INCREASED,3,2.11609166137541
OXYLIFE PHENOCANE,ALANINE AMINOTRANSFERASE INCREASED,3,2.08749883801173
PERFORMIX SST SUSPENSION SUPER THERMOGENIC,MYOCARDIAL INFARCTION,4,2.99832754101684
PHENIBUT,ANXIETY,3,2.246743944486
PHILLIP'S COLON HEALTH,HAEMATOCHEZIA,4,1.90924517089238
PHILLIP'S COLON HEALTH,ABDOMINAL DISTENSION,3,1.28905254518763
PHILLIPS COLON HEALTH,HAEMATOCHEZIA,5,2.35052786706736
PHILLIPS' COLON HEALTH,FLATULENCE,3,1.63919319960564
PHILLIPS' COLON HEALTH (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,ABDOMINAL DISTENSION,9,1.81799048168951
PHILLIPS' COLON HEALTH (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,DYSGEUSIA,5,1.81781354214303
PHILLIPS' COLON HEALTH (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,DIVERTICULITIS,4,1.89217934222999
PHILLIPS' COLON HEALTH (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,HAEMATOCHEZIA,6,1.43562780396902
PHILLIPS' COLON HEALTH (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,COLITIS,3,1.92371497225521
PHILLIPS' COLON HEALTH (BIFIDOBACTERIUM + LACTOBACILLUS) CAPSULE,STOMACH DISCOMFORT,3,1.57070938349392
PHILLIPS' COLON HEALTH BIFIDOBACTERIUM + LACTOBACILLUS CAPSULE,FUNGAL INFECTION,3,4.14933890730908
PHILLIPS' COLON HEALTH BIFIDOBACTERIUM + LACTOBACILLUS CAPSULE,ABDOMINAL DISTENSION,4,2.18292699671049
PHILLIPS' COLON HEALTH BIFIDOBACTERIUM + LACTOBACILLUS CAPSULE,CONSTIPATION,3,1.56965563550651
PHILLIPS' LAXATIVE DIETARY SUPPLEMENT (MAGNESIUM OXIDE) COATED TABLET,DRUG DEPENDENCE,5,4.00600142834382
PHILLIPS' LAXATIVE DIETARY SUPPLEMENT (MAGNESIUM OXIDE) COATED TABLET,RETCHING,3,2.02734106510841
PLEXUS BOOST,HEART RATE INCREASED,8,1.79196144190279
PLEXUS BOOST,TACHYCARDIA,3,1.85888594422175
PLEXUS SLIM,HEPATIC ENZYME INCREASED,7,1.09744014509805
PLEXUS WORLDWIDE INC. PLEXUS BOOST,PALPITATIONS,3,3.38624438209437
POTASSIUM GLUCONATE,ALOPECIA,3,2.0200736011807
PRENATAL TABS WITH FOLIC ACID,PLATELET COUNT DECREASED,4,5.59910085591798
PRENATAL TABS WITH FOLIC ACID,BLOOD BILIRUBIN INCREASED,5,4.14136747564367
PRENATAL VITAMINS,ALOPECIA,7,1.05612751351355
PRESERVISION AREDS 2 FORMULA SOFT GELS,DYSPHAGIA,10,0.962793887667578
PRESERVISION AREDS 2 FORMULA SOFT GELS,COUGH,5,1.2026411647709
PRESERVISION AREDS 2 FORMULA SOFT GELS,VISUAL IMPAIRMENT,3,1.51001638301763
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",FOREIGN BODY,16,1.66175147947663
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",DYSPHAGIA,31,1.13185145299541
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",EYE HAEMORRHAGE,7,2.45585166163205
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",CONDITION AGGRAVATED,9,1.92853694657433
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",HIP FRACTURE,4,2.57767326518729
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",MACULAR DEGENERATION,5,2.22988429925868
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",FALL,11,1.40066749882745
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",BLINDNESS,5,1.73704272930287
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",PNEUMONIA,7,1.45044393633986
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",AGE-RELATED MACULAR DEGENERATION,3,2.25399692841932
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",LACRIMATION INCREASED,3,1.38629101485341
"PRESERVISION AREDS 2 FORMULA SOFT GELS (CAPSULE, SOFT)",VERTIGO,4,1.13515543241426
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",AGE-RELATED MACULAR DEGENERATION,31,7.55100257487794
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",CONDITION AGGRAVATED,11,3.4849705643775
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",MACULAR DEGENERATION,7,4.00296372811989
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",EYE HAEMORRHAGE,7,3.73886986008452
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",VISUAL IMPAIRMENT,8,2.99472798854973
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",DISEASE PROGRESSION,3,4.74244879512789
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",VISUAL FIELD DEFECT,3,3.63042942515927
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",CATARACT,4,2.95751208734482
"PRESERVISION AREDS 2 SOFT GELS (CAPSULE, SOFT)",BLINDNESS,4,2.68474948131159
PRESERVISION AREDS SOFT GELS,LUNG NEOPLASM MALIGNANT,5,5.1135024104073
"PRESERVISION AREDS SOFT GELS (CAPSULE, SOFT)",CONDITION AGGRAVATED,3,2.39699995113717
"PRESERVISION LUTEIN SOFT GELS (CAPSULE, SOFT)",DYSPHAGIA,4,1.07683403048985
PREVAGEN,CEREBROVASCULAR ACCIDENT,3,1.55403856058066
PREVAGEN,CONVULSION,3,1.39806947384385
PREVAGEN 10 MG,CONVULSION,4,3.59134082709026
"PREVAGEN, 10 MG, QUINCY BIOSCIENCE",TRANSIENT ISCHAEMIC ATTACK,3,4.82131605552183
PRO-X10,FALL,3,2.29991581639229
PROBIOTIC,ALOPECIA,24,1.51663164897697
PROBIOTIC,SKIN EXFOLIATION,3,1.32851652050334
PROBIOTIC (DIETARY SUPPLEMENT),COMPUTERISED TOMOGRAM ABNORMAL,3,2.55313053930871
PROBIOTIC MPF,BLOOD ALKALINE PHOSPHATASE INCREASED,4,3.49207505231371
PROBIOTICS,ALOPECIA,20,1.52984452803942
PROBIOTICS,SCAB,3,2.24548519063373
PROBIOTICS,TRICHORRHEXIS,4,1.72313649646732
PROBIOTICS,HAIR TEXTURE ABNORMAL,3,1.4573217168524
PROBIOTICS,DYSARTHRIA,3,1.35179949180393
PROTANDIM US,VOMITING,16,0.576798552721718
PROTEIN FREE TRIAL,DIARRHOEA,3,1.74864209791479
PROTEIN TIN CHOCOLATE,GASTRIC DISORDER,3,4.49194507373819
PROVEX CV,SWELLING,3,2.46613501660351
PURE GARCINIA CAMBOGIA EXTRACT,CHEST PAIN,3,1.8000844471401
PURITAN'S PRIDE CHELATED ZINC 50 MG (ZINC GLUCONATE),DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE CINNAMON 500MG,DIZZINESS,4,1.54757193986821
PURITAN'S PRIDE COATED OMEGA-3 FISH OIL 1000MG,DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE FLAXSEED OIL 1000 MG,DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE FLUSH FREE NIACIN 500MG CAPSULES,BURNING SENSATION,3,2.60571706867664
PURITAN'S PRIDE GLUCOSAMINE CHONDROITIN MSM WITH MOBILI-FLEX COATED CAPLETS,CHOKING,3,1.20604119305943
PURITAN'S PRIDE MELATONIN 10 MG,DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE NIACIN 500MG COATED CAPLETS,FLUSHING,6,2.6618580908037
PURITAN'S PRIDE NIACIN 500MG COATED CAPLETS,FEELING HOT,4,2.0509875514267
PURITAN'S PRIDE NIACIN 500MG COATED CAPLETS,ERYTHEMA,5,1.54344940060863
PURITAN'S PRIDE NIACIN 500MG COATED CAPLETS,FALL,3,1.32531027218965
PURITAN'S PRIDE OMEGA 3 FISH OIL,DIARRHOEA,3,1.99038243394788
PURITAN'S PRIDE SAW PALMETTO 450 MG (3531),DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE SAW PALMETTO 450 MG (3533),DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE ST. JOHN'S WORT HYPERICUM PERFORATUM 150 MG,DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE ST. JOHN'S WORT HYPERICUM PERFORATUM 300 MG,DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE SUPER CALCIUM 1500 MG WITH D 1000 IU,DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE SUPER CHELATED MULTI-MINERAL COATED CAPLETS,VERTIGO,3,4.00384616995477
PURITAN'S PRIDE SUPER CHELATED MULTI-MINERAL COATED CAPLETS,HEADACHE,3,1.4073989718768
PURITAN'S PRIDE SUPER SNOOZE WITH MELATONIN RAPID RELEASE CAPSULES,SWELLING,3,3.51600338206266
PURITAN'S PRIDE TIME RELEASE C-TIME 1000 WITH WILD ROSE HIPS AND PROTECTIVE BIOFLAVONOIDS CAPLETS,DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE TRIPLE STRENGTH CORAL CALCIUM 1500 MG,DIZZINESS,3,2.33060372346799
PURITAN'S PRIDE ULTRA CHROMIUM PICOLINATE 500MCG,BLOOD POTASSIUM INCREASED,3,5.5497614979084
PURITANS PRIDE ALPHA LIPOIC ACID 300 MG RAPID RELEASE SOFTGELS (DIETARY SUPPLEMENT) SOFTGEL,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE BEET ROOT EXTRACT 500MG RAPID RELEASE CAPSULES (DIETARY SUPPLEMENT) CAPSULE,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE BONE CARE COATED CAPLETS,CONFUSIONAL STATE,3,2.72138624041415
PURITANS PRIDE C-1000 MG W BIOFLAVONOIDS & WILD ROSE HIPS COATED CAP (DIETARY SUPPLEMENT) COATED CAPLET,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE CALCIUM 1200 MG W/VIT D3 1000IU RAPID RELEASE SOFTGELS (DIETARY SUPPLEMENT) SOFTGEL,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE CALCIUM LACTATE 650 MG TABLETS,CONFUSIONAL STATE,3,2.72138624041415
PURITANS PRIDE CHROMIUM PICOLINATE 200 MCG TABLETS (DIETARY SUPPLEMENT) TABLET,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE CHROMIUM POLYNICOTINATE 200MCG VEGETABLE CAPSULES (DIETARY SUPPLEMENT) CAPSULE,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE CO Q-10 100 MG RAPID RELEASE SOFTGELS (DIETARY SUPPLEMENT) SOFTGEL,DYSPHAGIA,3,1.2042621009618
PURITANS PRIDE ENER-B SHOT B-12 5000MCG NATURAL BERRY FLAVOR (DIETARY SUPPLEMENT) LIQUID,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE GINGER ROOT 550 MG RAPID RELEASE CAPSULES (PURITANS PRIDE GINGER,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE HIGH POTENCY MAGNESIUM 500MG TABLETS (DIETARY SUPPLEMENT) TABLET,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE L-ARGININE 1000 MG COATED CAPLETS (DIETARY SUPPLEMENT) CAPLET,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE L-CARNITINE 500 MG COATED CAPLETS (DIETARY SUPPLEMENT) CAPLET,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE MAITAKE MUSHROOM COMPLEX 160 MG RAPID RELEASE CAPSULES (DIETARY SUPPLEMENT) RAPID RELEASE CAPSULES,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE MARINE COLLAGEN GELATIN FREE CAPSULES (DIETARY SUPPLEMENT) CAPSULE,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE MEGA B-100 COMPLEX VITAMIN COATED CAPLETS (DIETARY SUPPLEMENT) COATED CAPLET,DYSPHAGIA,3,1.50385176131945
"PURITANS PRIDE MEGA POTENCY VITAMIN D3 10,000 IU RAPID RELEASE SOFTGEL (DIETARY SUPPLEMENT) SOFTGEL",DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE NATURAL E-4001U MIXED TOCOPHEROLS RAPID RELEASE SOFTGEL (DIETARY SUPPLEMENT) RAPID RELEASE SOFTGEL,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE NATURAL FLAX OIL 1000MG RAPID RELEASE SOFTGELS (DIETARY SUPPLEMENT),DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE NEURO-PS 100MG RAPID RELEASE SOFTGELS,CONFUSIONAL STATE,4,2.94217662540274
PURITANS PRIDE ODORLESS GARLIC 1000 MG RAPID RELEASE SOFTGEL (DIETARY SUPPLEMENT) SOFTGEL,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE OIL OF OREGANO EXTRACT 1500MG RAPID RELEASE SOFTGELS (DIETARY SUPPLEMENT) SOFTGEL,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE OLIVE LEAF EXTRACT 150 MG RAPID RELEASE CAPSULES (DIETARY SUPPLEMENT) RAPID RELEASE CAPSULES,DYSPHAGIA,3,1.50385176131945
PURITANS PRIDE OMEGA 3 FISH OIL 1000 MG RAPID RELEASE SOFTGELS (DIETARY SUPPLEMENT),DYSPHAGIA,3,1.50385176131945
